id,Exam1,Exam2,Exam3,Final,HS_GPA,COMP_ACT_SCORE,TRANS_TOT_CR,BFAS_A_1,BFAS_A_2,BFAS_A_3,BFAS_A_4,BFAS_A_5,BFAS_A_6,BFAS_A_7,BFAS_A_8,BFAS_A_9,BFAS_A_10,BFAS_A_11,BFAS_A_12,BFAS_A_13,BFAS_A_14,BFAS_A_15,BFAS_A_16,BFAS_A_17,BFAS_A_18,BFAS_A_19,BFAS_A_20,BFAS_A_21,BFAS_A_22,BFAS_A_23,BFAS_A_24,BFAS_A_25,BFAS_A_26,BFAS_A_27,BFAS_A_28,BFAS_A_29,BFAS_A_30,BFAS_A_31,BFAS_A_32,BFAS_A_33,BFAS_A_34,BFAS_A_35,BFAS_A_36,BFAS_A_37,BFAS_A_38,BFAS_A_39,BFAS_A_40,BFAS_A_41,BFAS_A_42,BFAS_A_43,BFAS_A_44,BFAS_A_45,BFAS_A_46,BFAS_A_47,BFAS_A_48,BFAS_A_49,BFAS_A_50,BFAS_A_51,BFAS_A_52,BFAS_A_53,BFAS_A_54,BFAS_A_55,BFAS_A_56,BFAS_A_57,BFAS_A_58,BFAS_A_59,BFAS_A_60,BFAS_A_61,BFAS_A_62,BFAS_A_63,BFAS_A_64,BFAS_A_65,BFAS_A_66,BFAS_A_67,BFAS_A_68,BFAS_A_69,BFAS_A_70,BFAS_A_71,BFAS_A_72,BFAS_A_73,BFAS_A_74,BFAS_A_75,BFAS_A_76,BFAS_A_77,BFAS_A_78,BFAS_A_79,BFAS_A_80,BFAS_A_81,BFAS_A_82,BFAS_A_83,BFAS_A_84,BFAS_A_85,BFAS_A_86,BFAS_A_87,BFAS_A_88,BFAS_A_89,BFAS_A_90,BFAS_A_91,BFAS_A_92,BFAS_A_93,BFAS_A_94,BFAS_A_95,BFAS_A_96,BFAS_A_97,BFAS_A_98,BFAS_A_99,BFAS_A_100,BFAS_Withdrawal,BFAS_Volatility,BFAS_5_N,BFAS_Compassion,BFAS_Politeness,BFAS_5_A,BFAS_Industriousness,BFAS_Orderliness,BFAS_5_C,BFAS_Enthusiasm,BFAS_Assertiveness,BFAS_5_E,BFAS_Intellect,BFAS_Openness,BFAS_5_O,SE_1,SE_2,SE_3,SE_4,SE_5,SE_6,SE_7,SE_8,SE_9,SE_10,SE_11,SE_12,SE_13,SE_14,SE_15,SE_16,SE_total,anx_1,anx_2,anx_3,anx_4,anx_5,anx_6,anx_7,anx_8,anx_9,anx_10,anxiety_total,Gender
13782,38,40,38,69,NA,NA,NA,3,3,2,3,4,3,4,4,4,2,4,4,3,3,3,3,4,2,3,4,3,3,2,3,4,3,4,3,3,4,2,3,2,2,3,4,2,2,3,3,3,4,3,3,3,4,3,3,2,2,4,3,2,2,3,3,3,4,3,3,4,3,4,2,2,4,3,4,3,2,4,4,3,4,4,2,2,3,3,2,4,2,2,3,2,4,2,3,2,2,3,3,2,4,3,2,2,4,3,4,3.2,3.2,3.2,3.4,3.5,3.45,3.5,2.8,3.15,3.5,3.1,3.3,3.3,3.4,3.35,5,2,2,4,5,6,5,5,5,3,6,4,5,7,5,6,4.6875,4,5,4,4,5,3,3,3,4,2,3.7,Female
13280,43,39,43,88,4.11,29,28,2,3,5,5,5,4,4,2,5,5,4,5,2,2,2,2,2,4,4,4,5,5,2,2,4,2,4,5,2,5,2,2,2,2,3,4,2,4,4,5,4,4,4,5,2,2,4,2,2,5,4,2,2,1,2,4,4,4,5,2,2,2,4,2,4,2,2,4,4,2,4,4,4,5,4,2,2,1,5,2,4,1,4,5,2,2,4,4,4,1,2,4,2,5,4,4,4,5,2,4,2.7,2.8,2.75,4.2,3.6,3.9,3.9,4.1,4,4.6,3.9,4.25,4,3.9,3.95,6,5,5,5,6,6,5,6,5,4,6,5,6,7,5,6,5.5,3,3,3,3,4,3,2,2,4,3,3,Male
11648,33,33,26,62,3.6,23,7,4,2,5,4,5,4,5,2,5,4,5,4,2,5,3,2,2,5,4,2,4,5,2,4,4,4,4,5,3,2,4,1,3,3,4,2,1,5,3,2,5,5,5,3,3,3,4,2,3,4,5,1,2,1,4,3,3,5,5,5,3,1,4,2,3,2,3,1,4,2,2,4,4,4,4,2,2,1,1,3,2,1,2,4,4,2,2,4,4,3,5,5,5,5,5,3,2,4,4,4,3.3,3.3,3.3,4.7,4,4.35,3.8,4.6,4.2,3.5,3.8,3.65,3.5,2.5,3,5,5,5,4,6,6,4,5,5,5,7,5,6,6,6,6,5.375,3,4,3,2,2,4,1,1,5,4,2.9,Female
12971,30,31,28,57,3.84,21,0,2,2,3,4,3,2,5,1,3,4,4,4,4,2,3,4,2,4,3,3,4,5,2,2,3,2,5,4,2,3,2,2,2,4,3,4,1,4,4,3,4,4,4,4,2,2,2,3,3,2,5,2,1,4,2,4,2,4,3,2,2,1,4,2,3,2,2,4,3,4,3,4,4,5,3,4,1,2,3,3,4,2,2,4,4,1,2,4,3,3,2,4,3,4,3,2,2,4,2,3,3,1.9,2.45,4.2,4,4.1,3.7,3.8,3.75,3.7,3.3,3.5,3.1,3.4,3.25,5,6,5,2,6,7,7,6,6,5,6,6,7,6,6,6,5.75,1,2,3,2,3,2,2,3,4,4,2.6,Male
13730,36,39,46,92,4.76,32,18,2,3,5,2,5,1,4,1,4,3,4,2,1,4,1,2,4,5,4,5,4,3,1,4,5,1,2,5,2,5,1,2,1,3,5,5,2,5,3,5,2,2,5,2,1,1,2,2,3,3,4,2,1,4,2,5,3,5,4,2,2,2,5,3,5,2,4,1,4,4,3,4,5,2,5,3,1,1,3,1,5,2,2,2,1,2,2,4,3,2,2,3,1,2,5,2,4,5,3,4,3.1,1.8,2.45,3.3,3,3.15,4.9,4.8,4.85,2.2,3.5,2.85,4.9,4.2,4.55,6,7,7,6,7,6,6,7,6,5,7,5,5,6,6,6,6.125,2,2,2,1,3,2,1,2,1,2,1.8,Female
12501,47,43,44,88,3.89,33,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,6,5,4,6,6,6,7,4,5,5,5,6,5.25,1,1,1,1,1,1,1,3,2,2,1.4,Male
12667,47,49,49,91,3.7,28,0,2,1,4,4,4,2,4,4,2,4,4,4,3,2,3,2,2,3,3,4,2,4,3,3,4,4,5,2,2,5,4,3,4,2,2,2,2,2,3,4,2,4,2,4,4,2,3,4,4,3,4,2,3,2,4,5,5,4,4,4,4,2,2,2,3,3,1,4,4,2,2,5,4,4,4,3,1,4,4,1,1,1,4,4,2,3,1,3,2,2,3,5,4,5,2,4,1,4,3,3,3.6,3,3.3,4.3,4.5,4.4,2.7,2.6,2.65,4,2.9,3.45,3,3.6,3.3,3,4,5,3,4,4,5,5,5,3,6,3,4,6,4,5,4.3125,1,4,2,2,2,3,2,1,4,3,2.4,Female
13399,45,46,40,73,NA,NA,NA,2,4,4,1,5,1,1,4,3,5,2,2,3,2,1,4,5,2,3,5,5,2,1,4,4,2,3,2,3,4,3,3,3,2,4,3,2,2,3,4,3,3,4,4,1,3,4,4,2,1,3,3,2,3,1,3,4,2,2,3,3,3,4,4,4,2,2,4,2,3,2,3,2,4,4,1,2,3,2,1,3,2,3,4,2,3,4,3,3,3,2,4,2,2,5,2,5,2,4,4,2.8,2.6,2.7,2.9,2.8,2.85,3.6,2.2,2.9,3,2.9,2.95,4.5,4.1,4.3,5,6,6,4,4,4,5,7,6,5,7,6,7,7,7,6,5.75,2,3,2,1,2,1,1,2,3,1,1.8,Male
12912,43,43,39,80,4.07,31,0,3,4,5,5,5,2,2,2,5,5,4,2,2,1,1,5,5,1,5,5,5,5,1,3,5,1,3,5,1,3,1,4,1,1,5,5,4,5,4,5,5,2,5,5,1,2,1,2,1,4,1,4,2,1,5,5,5,5,5,5,1,1,5,1,5,2,4,4,5,5,5,5,5,5,5,5,4,1,1,4,1,2,2,5,1,2,5,1,5,4,1,5,1,5,5,1,4,4,1,5,1.5,1.4,1.45,3.4,2.1,2.75,4.7,3.6,4.15,4.8,4.9,4.85,4.6,3.5,4.05,7,6,6,6,7,7,5,7,7,6,7,7,7,7,5,6,6.4375,1,3,2,2,1,1,1,2,1,1,1.5,Male
12775,34,37,36,83,3.75,29,0,4,1,4,2,4,4,5,1,4,5,5,5,4,1,3,2,1,5,4,5,4,5,5,4,4,4,2,4,1,4,1,3,2,4,4,4,1,5,4,3,5,5,4,2,4,2,2,1,2,5,5,1,4,2,3,2,3,5,5,5,2,1,3,4,4,4,1,2,5,2,1,5,4,5,5,2,2,1,3,4,2,1,5,4,4,3,4,4,2,5,2,5,5,4,4,4,5,5,1,5,2.7,3.5,3.1,4.8,3.4,4.1,2.6,4.7,3.65,3.2,4.1,3.65,3.5,2.9,3.2,6,6,5,3,5,5,3,7,4,6,7,5,5,5,4,5,5.0625,1,3,3,3,2,1,1,4,5,3,2.6,Female
13176,39,43,34,79,2.86,24,47,4,2,4,4,4,2,4,3,4,5,4,4,3,2,2,3,2,4,4,4,4,4,3,2,4,3,4,4,2,3,2,2,2,2,4,4,2,4,4,4,4,4,4,4,4,2,4,3,3,4,3,2,2,2,2,4,4,4,4,2,2,2,3,2,4,2,2,2,4,4,4,4,4,4,4,4,1,2,2,3,2,2,2,4,2,2,1,4,4,2,2,4,3,4,4,3,2,4,2,4,2.3,2.3,2.3,4,4.2,4.1,3.6,3.8,3.7,4,3.9,3.95,3.8,3.7,3.75,3,5,4,3,4,5,5,5,6,5,7,6,6,6,6,6,5.125,4,3,2,3,2,2,3,3,4,3,2.9,NA
12021,34,41,42,87,NA,NA,NA,3,1,4,5,5,3,4,1,3,5,4,5,3,3,1,3,4,4,4,4,4,5,2,3,4,4,3,4,1,4,2,2,1,2,5,4,3,4,4,4,3,5,4,4,2,3,4,2,2,2,3,1,3,3,4,4,3,5,5,1,3,2,2,4,4,3,1,3,4,4,4,4,4,4,4,4,3,2,2,5,3,2,3,4,3,3,1,4,4,3,4,4,4,4,4,4,3,1,2,5,2.9,2.9,2.9,4.5,3.5,4,3.4,3.8,3.6,3.6,4.1,3.85,4,3.9,3.95,6,5,6,4,7,5,6,6,6,5,7,6,7,7,7,7,6.0625,2,1,2,2,2,1,2,2,2,2,1.8,NA
12348,41,37,43,91,3.58,30,0,4,2,5,2,4,4,5,1,4,4,5,5,2,2,2,2,4,5,5,5,4,4,2,4,4,4,5,5,2,5,4,2,2,2,2,4,4,5,5,5,2,5,5,4,1,4,4,1,4,5,5,1,1,1,1,2,2,5,4,1,2,1,4,2,5,5,4,1,5,4,2,5,5,5,4,1,4,1,5,2,5,1,5,5,2,5,2,5,2,2,4,5,2,5,4,5,5,5,5,5,3.7,4.2,3.95,4.7,2.9,3.8,4.1,5,4.55,4,3.3,3.65,4.1,4.2,4.15,7,4,4,4,6,5,5,5,4,4,6,4,4,4,4,4,4.625,2,5,4,3,4,2,4,4,3,4,3.5,Male
13368,30,28,36,66,0,28,51,4,4,5,3,3,2,3,4,3,3,4,4,4,5,2,3,1,4,3,3,4,5,3,4,3,3,4,2,2,4,4,2,3,5,3,4,2,2,3,5,4,4,4,2,3,3,4,3,3,3,4,2,3,3,5,4,3,2,4,5,3,4,4,3,5,2,4,3,5,3,3,5,2,4,4,2,1,3,3,2,4,2,4,4,4,3,4,2,3,2,2,4,4,2,3,3,2,2,2,4,3,2.7,2.85,3.8,3.6,3.7,3,2.5,2.75,2.5,3.5,3,3.1,3.4,3.25,5,3,4,5,4,4,2,3,5,4,7,4,4,6,4,6,4.375,2,3,2,3,2,2,2,2,3,1,2.2,NA
12767,28,43,37,81,3.2,27,0,4,2,4,3,3,1,4,4,3,5,2,2,4,2,2,3,2,3,4,4,4,4,3,2,4,2,4,3,2,4,2,2,2,2,3,5,2,3,3,4,4,4,3,3,2,2,3,3,4,3,4,2,2,3,4,4,4,2,3,2,3,1,3,2,4,2,2,2,3,3,2,4,2,4,4,3,1,3,3,2,2,1,3,4,3,3,2,2,2,2,2,3,4,4,4,3,4,3,4,4,2.5,2.2,2.35,3.9,3.8,3.85,3,2.8,2.9,3.7,2.9,3.3,3.5,3.9,3.7,5,5,4,6,5,5,4,7,6,5,7,6,6,7,6,6,5.625,3,4,3,2,2,2,1,3,4,2,2.6,Male
13711,38,39,45,88,3.53,26,0,3,4,4,4,4,4,2,2,4,4,4,3,4,2,3,2,3,4,4,4,4,4,3,2,3,2,4,4,2,4,2,3,4,3,5,3,3,4,3,5,3,3,5,4,2,2,3,1,2,4,4,3,2,2,3,3,3,4,5,2,3,2,3,1,4,3,4,2,4,4,4,3,3,4,4,2,3,2,2,2,4,2,2,4,2,3,4,4,3,5,1,4,5,4,3,4,4,4,2,2,2.8,3.2,3,3.3,2.7,3,3.1,4.1,3.6,4,3.9,3.95,3.7,3.4,3.55,5,6,5,4,6,6,6,7,7,6,7,7,7,7,7,7,6.25,2,2,2,2,3,2,1,2,2,2,2,Male
12547,42,45,40,90,3.98,31,0,2,2,4,2,4,4,4,2,4,3,2,4,3,4,3,2,3,4,5,3,3,4,2,2,4,4,4,4,2,2,2,4,3,4,4,2,4,4,4,3,2,4,5,4,3,4,2,3,3,2,3,2,1,2,3,2,2,4,4,3,2,2,4,2,3,4,4,2,3,2,2,4,3,4,5,2,4,2,1,4,2,1,1,5,1,4,3,4,3,4,3,4,4,5,2,4,4,4,3,3,2.9,4,3.45,3.9,2.6,3.25,3.8,3.9,3.85,3.6,3.8,3.7,3.6,2.7,3.15,6,6,7,5,7,7,6,7,6,7,7,7,7,7,7,7,6.625,2,2,2,1,2,1,1,1,2,1,1.5,Male
11459,33,42,41,87,3.51,28,0,4,1,5,4,3,3,4,1,4,5,5,4,3,4,3,2,2,4,4,5,4,5,3,2,4,3,5,5,3,5,5,1,3,4,4,2,2,5,3,5,2,5,4,4,2,3,3,3,3,2,5,2,3,2,2,3,4,5,4,1,5,1,4,3,3,4,3,2,4,5,1,5,3,4,2,2,1,3,5,1,4,1,3,5,3,4,5,4,3,1,4,5,4,5,2,3,3,4,3,5,4.1,3.5,3.8,4.8,3.6,4.2,3.3,4.2,3.75,3.7,3.2,3.45,3.2,4.9,4.05,7,6,6,5,7,6,4,7,6,6,7,6,6,7,6,6,6.125,2,2,1,1,2,1,1,3,4,1,1.8,Male
11731,38,37,40,76,3.89,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11560,41,36,41,75,3.38,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,5,2,4,6,6,6,6,6,6,6,6,6,5,5.125,3,2,2,3,2,3,2,3,2,2,2.4,Male
12336,34,27,39,67,4.04,26,0,4,2,4,4,3,3,5,2,2,5,4,4,4,4,4,2,1,5,3,3,4,5,3,3,4,2,5,5,3,5,2,1,3,4,2,5,2,5,3,2,4,4,4,3,2,5,5,2,4,2,5,1,3,3,4,5,5,5,2,2,2,1,3,3,3,4,1,1,2,2,2,5,2,3,3,3,1,1,5,1,4,1,5,4,3,4,2,3,2,1,4,4,4,4,4,3,2,4,5,4,3.1,3,3.05,4.6,4.7,4.65,2.7,4.5,3.6,3.1,2.1,2.6,3,3.9,3.45,6,6,4,6,6,5,5,5,3,2,4,2,2,3,4,5,4.25,1,1,4,4,3,2,3,4,5,3,3,Female
13108,46,38,49,96,3.39,34,0,2,3,3,1,4,4,4,1,4,5,5,4,5,4,3,2,4,5,3,5,2,4,4,4,5,5,4,5,4,3,4,2,2,3,3,3,2,4,2,5,2,4,2,2,4,4,4,1,4,2,5,2,2,3,3,2,4,5,2,2,3,1,4,4,1,4,2,1,4,5,1,4,2,5,3,2,2,2,4,2,4,2,4,4,4,4,2,5,3,2,4,5,4,3,4,4,4,4,5,4,4.2,4,4.1,4.1,3.6,3.85,2.6,4.7,3.65,2.7,2.5,2.6,3,4.3,3.65,4,5,5,2,4,6,3,6,6,6,6,5,5,6,5,6,5,2,3,3,2,2,3,2,2,5,4,2.8,Female
11504,41,40,36,78,NA,NA,NA,2,1,4,5,4,2,4,1,4,5,4,4,3,3,3,2,4,5,3,5,5,5,1,1,3,4,4,5,3,5,1,1,3,2,2,4,1,4,3,5,2,5,4,5,3,4,3,2,3,4,4,1,2,1,4,4,5,4,3,3,4,1,4,1,3,4,2,1,3,4,2,5,3,5,4,2,1,1,3,2,1,1,3,5,1,4,1,4,3,2,2,5,4,5,4,4,3,4,5,5,2.9,3.4,3.15,4.9,4,4.45,3.5,4.5,4,4.7,2.9,3.8,3.3,4.2,3.75,5,7,6,5,7,7,6,7,5,6,7,5,6,6,6,6,6.0625,2,4,2,3,2,1,1,2,1,2,2,Female
13138,36,36,23,60,3.611,23,22,5,1,5,5,5,5,5,1,5,5,5,5,3,4,2,2,1,4,5,5,1,4,1,1,5,4,3,4,2,2,4,1,3,2,4,3,2,5,4,5,1,3,5,5,1,1,5,1,1,3,5,2,2,1,1,2,2,5,5,1,1,1,4,1,4,3,1,1,4,3,1,4,3,5,5,2,1,1,1,3,2,2,2,5,2,3,2,3,5,1,5,5,3,5,5,3,4,4,2,5,3.8,3.4,3.6,4.4,4,4.2,3.9,4.5,4.2,4.6,4.6,4.6,4.6,4.1,4.35,7,5,4,6,7,5,5,3,5,5,5,5,6,6,6,5,5.3125,2,4,4,3,5,3,4,3,5,2,3.5,Female
11711,43,37,39,65,3.84,27,0,2,2,5,4,4,2,5,4,4,4,4,2,2,1,3,3,2,5,4,3,4,3,4,2,3,2,5,4,5,5,2,2,2,1,3,3,2,5,4,5,4,3,4,4,3,2,2,4,3,5,5,3,4,1,1,3,3,5,4,3,3,4,2,2,3,2,4,2,4,4,4,3,4,4,4,3,2,1,2,4,3,2,4,4,4,3,3,3,2,2,2,4,3,5,4,2,3,5,3,5,2.9,2.5,2.7,3.2,3.5,3.35,3.2,4,3.6,4.4,3.3,3.85,3.4,3.6,3.5,6,6,5,3,4,5,3,4,4,3,6,4,4,6,5,5,4.5625,4,5,4,3,2,3,4,4,4,5,3.8,Male
12230,41,45,42,86,3.74,28,8,4,1,4,4,4,2,4,3,4,3,2,5,3,2,3,3,2,4,3,2,3,4,3,2,4,2,4,4,2,4,2,2,2,2,3,3,2,4,4,3,4,4,4,4,3,3,3,2,3,5,4,2,2,3,3,4,4,4,3,3,2,2,3,2,3,2,2,2,3,3,2,4,3,4,3,4,2,2,3,3,2,2,3,4,3,2,2,2,4,3,2,4,4,4,3,2,3,3,2,3,2.5,2.3,2.4,4.2,3.8,4,3.3,3.6,3.45,3.9,3.5,3.7,3.2,2.8,3,5,5,4,4,4,5,5,5,5,5,5,4,6,5,4,5,4.75,4,3,3,3,2,2,2,3,4,2,2.8,Female
12350,22,23,21,56,NA,NA,NA,3,2,4,5,3,4,5,1,3,4,4,4,4,1,4,2,1,5,5,3,3,3,4,3,2,4,4,1,3,2,2,2,1,1,2,3,1,4,2,2,3,3,4,3,4,3,4,1,3,5,5,3,5,1,3,1,1,5,3,5,4,2,3,2,2,3,1,1,2,2,2,4,2,4,4,4,2,4,2,2,4,2,3,4,4,4,2,4,3,1,2,4,4,4,3,4,2,2,5,1,3.4,3.6,3.5,3.7,4.1,3.9,2.8,3.8,3.3,4.2,2.9,3.55,2.5,2.5,2.5,4,4,4,2,4,4,2,6,5,4,6,4,5,6,4,4,4.25,2,4,3,2,3,3,3,4,4,3,3.1,Male
13259,44,46,43,86,NA,NA,NA,2,3,2,4,4,4,3,4,2,4,4,2,5,3,3,2,4,3,3,3,2,3,4,4,3,4,4,3,3,4,4,2,3,3,2,2,4,2,3,4,2,3,3,3,2,4,2,3,4,3,4,3,3,4,3,2,3,3,2,3,4,3,2,3,4,4,3,3,4,4,2,3,2,3,3,2,2,3,4,2,4,2,4,2,3,4,2,2,2,1,4,4,4,4,2,4,4,3,3,3,4,4,4,3.2,2.9,3.05,2.2,2.7,2.45,2.9,2.6,2.75,3.1,3.7,3.4,3,5,5,4,5,5,4,5,4,4,6,4,5,5,4,4,4.5,4,4,4,2,2,3,3,2,4,3,3.1,Female
11984,38,37,43,79,3.52,27,0,5,1,3,4,4,3,4,3,2,3,3,3,2,1,4,3,1,3,4,2,5,4,3,2,4,2,5,3,3,3,3,2,4,1,3,4,1,4,3,4,5,3,3,4,2,3,3,4,5,5,2,2,2,1,4,4,3,4,2,5,3,3,3,5,1,3,1,4,3,3,4,4,4,5,2,4,1,2,4,3,1,1,4,5,3,2,1,3,2,1,3,4,4,5,3,2,3,4,4,2,2,2.4,2.2,3.9,4.3,4.1,3,3.2,3.1,4.3,2.4,3.35,2.8,2.7,2.75,3,4,3,2,5,5,4,6,5,4,7,5,7,6,5,6,4.8125,1,3,4,2,2,1,1,5,5,4,2.8,NA
12307,40,40,45,80,3.31,28,0,3,2,4,5,5,3,4,2,4,3,2,3,2,2,2,3,4,4,4,1,5,4,2,1,4,3,3,2,1,3,2,2,1,2,4,4,2,4,5,5,5,3,4,4,3,2,2,3,1,4,2,3,2,3,3,4,3,4,5,4,2,2,4,1,5,2,2,3,4,3,5,4,4,5,5,4,2,3,2,2,2,3,3,5,2,2,4,4,4,3,1,4,3,5,5,3,4,3,2,2,1.7,2.4,2.05,3.6,3,3.3,3.9,3.4,3.65,4.5,4.4,4.45,4.2,2.8,3.5,6,4,6,5,5,6,5,7,5,5,7,5,6,5,6,5,5.5,1,3,2,2,1,2,2,3,2,1,1.9,Male
12052,43,39,44,73,3.93,33,8,2,1,4,5,4,4,3,5,5,5,4,4,4,4,2,2,4,5,5,4,4,5,5,4,2,4,4,2,1,2,2,1,4,2,4,2,2,2,5,5,3,4,4,2,2,5,2,4,1,4,5,1,4,2,4,4,2,5,5,1,2,1,2,1,4,4,4,4,5,4,5,4,1,5,4,1,2,4,1,5,2,2,4,5,2,4,4,2,4,1,4,4,5,5,2,4,5,2,1,5,2.9,4,3.45,4.5,2.6,3.55,2.1,2.5,2.3,3.9,4.9,4.4,3.4,3.8,3.6,6,7,6,6,6,7,5,7,7,5,6,5,7,7,7,7,6.3125,4,2,2,2,1,4,1,4,2,2,2.4,Female
11875,45,45,42,95,3.87,27,0,4,1,4,5,4,2,5,1,3,4,3,5,2,1,3,4,3,4,3,4,5,5,3,2,3,2,5,4,1,4,4,2,2,2,4,4,2,3,4,4,5,5,4,4,2,1,4,3,2,3,3,1,2,3,4,5,5,3,5,3,3,1,3,1,3,2,1,2,4,3,2,5,3,4,4,4,1,3,4,3,2,2,4,5,2,2,2,3,3,3,1,5,4,5,3,2,2,4,4,4,2.4,1.8,2.1,4.8,4.4,4.6,3.3,3.6,3.45,4.4,3.5,3.95,3.4,3.5,3.45,7,5,5,4,7,6,5,7,6,6,7,6,6,7,7,7,6.125,3,2,1,2,1,1,2,1,4,2,1.9,Male
12402,43,38,29,82,3.97,30,0,2,1,4,3,4,1,3,3,3,4,4,4,3,3,3,3,1,3,3,3,3,4,2,2,3,2,5,3,4,4,2,1,5,3,3,4,1,3,3,5,2,4,4,4,1,1,1,3,2,2,3,1,1,1,1,5,5,3,3,3,2,1,3,2,4,2,2,2,3,4,3,3,4,3,3,3,2,3,2,2,3,1,2,5,3,2,3,2,3,1,3,4,3,5,4,2,2,2,3,4,3.1,1.9,2.5,4.4,3.9,4.15,3.5,2.9,3.2,3.9,3.1,3.5,3.7,4,3.85,6,6,5,7,5,5,4,7,5,5,7,4,5,5,3,4,5.1875,2,2,2,2,2,3,3,2,4,1,2.3,Male
13022,45,48,46,88,3.87,28,0,2,4,4,4,4,5,4,1,3,4,5,3,2,3,4,1,3,4,2,2,4,4,2,2,3,4,5,4,4,5,3,4,2,4,1,3,2,5,3,2,4,4,4,2,5,4,3,1,3,5,5,2,2,3,4,4,4,5,4,4,4,2,4,3,2,4,1,4,3,2,2,4,4,4,4,2,3,1,4,3,5,2,4,4,3,5,3,4,2,2,4,4,4,4,4,4,2,4,4,4,3.8,4,3.9,3.5,3.8,3.65,3.6,4.3,3.95,3.3,2.6,2.95,2.6,2.9,2.75,6,5,4,4,6,7,3,4,4,4,6,4,6,6,5,5,4.9375,3,4,4,3,3,2,2,3,5,3,3.2,Female
13750,34,40,39,77,3.59,24,0,1,2,3,5,4,1,4,3,4,5,3,3,2,2,3,5,2,3,4,3,4,4,3,2,3,1,3,2,2,2,2,3,3,3,3,5,1,2,4,5,5,4,4,4,4,1,3,4,2,4,3,3,2,2,4,5,3,4,5,3,1,1,4,1,3,1,1,3,4,4,2,4,2,4,4,5,1,3,3,4,3,2,4,5,4,1,1,3,4,2,2,5,5,5,4,2,4,3,1,4,2.6,1.1,1.85,3.9,3.9,3.9,3,2.8,2.9,4.3,4.1,4.2,3,3.4,3.2,5,4,2,6,5,4,4,5,5,2,7,3,5,7,4,6,4.625,4,4,3,4,3,3,4,5,4,1,3.5,Female
13586,36,40,42,89,3.7,32,0,2,1,3,4,5,2,3,4,3,5,4,5,4,2,1,4,4,2,4,4,4,4,4,2,4,2,4,2,1,5,1,4,3,2,4,4,2,1,3,5,2,5,3,4,1,2,4,4,3,2,4,1,3,2,4,4,4,3,4,4,3,2,4,1,3,3,4,4,5,3,2,5,4,5,5,2,1,2,3,1,2,1,4,5,1,1,4,3,3,1,4,5,5,5,4,2,5,2,2,4,3.2,2.2,2.7,4.5,3.1,3.8,2.7,2.3,2.5,4.4,3.7,4.05,4.2,4.2,4.2,2,4,4,5,4,4,5,7,7,7,7,6,7,7,7,7,5.625,2,2,3,2,1,2,3,4,5,2,2.6,Male
